11_52197  N01W  -20.6738  -175.9310  201.9000  0.340263  0.002714  0.027178  9.56
11_52197  C17W  -20.6738  -175.9310  201.9000  0.288188  0.002970  0.031839  8.90
11_52197  A01  -20.6738  -175.9310  201.9000  0.195395  0.001846  0.021297  6.54
11_52200  C11W  -20.4025  -175.3090  191.8790  0.387917  0.002563  0.028298  13.14
11_52200  B02  -20.4025  -175.3090  191.8790  0.237382  0.001949  0.024390  9.11
11_52200  C13  -20.4025  -175.3090  191.8790  0.427562  0.003782  0.039563  14.83
11_52200  A05  -20.4025  -175.3090  191.8790  0.466103  0.003310  0.032592  15.21
11_52200  C08W  -20.4025  -175.3090  191.8790  0.439618  0.002947  0.031191  16.11
11_52200  C01W  -20.4025  -175.3090  191.8790  0.110472  0.001908  0.023377  4.32
11_52200  S01W  -20.4025  -175.3090  191.8790  0.247154  0.001903  0.024460  7.13
11_52200  A07  -20.4025  -175.3090  191.8790  0.382266  0.003347  0.036649  12.17
11_52200  C05W  -20.4025  -175.3090  191.8790  0.258295  0.001903  0.024460  9.67
11_52200  B01W  -20.4025  -175.3090  191.8790  0.111428  0.001906  0.023917  4.25
11_52200  A02W  -20.4025  -175.3090  191.8790  0.170892  0.001904  0.024252  5.69
11_52200  B11W  -20.4025  -175.3090  191.8790  0.426564  0.003154  0.031714  13.41
11_52200  C10W  -20.4025  -175.3090  191.8790  0.428783  0.004517  0.037379  15.18
11_52200  A12W  -20.4025  -175.3090  191.8790  0.501702  0.006627  0.051322  13.57
11_52200  C15  -20.4025  -175.3090  191.8790  0.498044  0.004876  0.039563  15.69
11_52200  B07W  -20.4025  -175.3090  191.8790  0.433119  0.002902  0.031947  15.45
11_52200  B03  -20.4025  -175.3090  191.8790  0.273911  0.002039  0.024893  10.53
11_52200  A03  -20.4025  -175.3090  191.8790  0.270541  0.002075  0.025548  9.02
11_52200  C06  -20.4025  -175.3090  191.8790  0.284991  0.002798  0.029893  10.12
11_52200  A06W  -20.4025  -175.3090  191.8790  0.353308  0.003154  0.030904  11.32
11_52200  C03W  -20.4025  -175.3090  191.8790  0.251589  0.001906  0.023983  9.39
11_52200  B05W  -20.4025  -175.3090  191.8790  0.314363  0.001903  0.024496  11.74
11_52200  B04W  -20.4025  -175.3090  191.8790  0.286428  0.001905  0.024083  10.92
11_52200  B08  -20.4025  -175.3090  191.8790  0.504772  0.004135  0.037891  17.66
11_52200  N03W  -20.4025  -175.3090  191.8790  0.415222  0.005550  0.042731  9.39
11_52200  B10  -20.4025  -175.3090  191.8790  0.464612  0.004579  0.037891  15.07
11_52200  N01W  -20.4025  -175.3090  191.8790  0.374728  0.002730  0.029639  11.85
11_52200  A10W  -20.4025  -175.3090  191.8790  0.481910  0.005051  0.044953  14.25
11_52200  B12  -20.4025  -175.3090  191.8790  0.518032  0.004696  0.037254  15.39
11_52200  A11  -20.4025  -175.3090  191.8790  0.541476  0.004715  0.040808  15.40
11_52200  A09  -20.4025  -175.3090  191.8790  0.495214  0.003918  0.038022  15.09
11_52200  A01  -20.4025  -175.3090  191.8790  0.157746  0.001903  0.024390  5.19
11_52205  B02  -20.4003  -175.5440  168.4240  0.241319  0.001983  0.024783  10.14
11_52205  C13  -20.4003  -175.5440  168.4240  0.325715  0.003095  0.032041  13.13
11_52205  B09W  -20.4003  -175.5440  168.4240  0.255841  0.004849  0.038955  9.80
11_52205  C08W  -20.4003  -175.5440  168.4240  0.298809  0.002793  0.028603  12.73
11_52205  C01W  -20.4003  -175.5440  168.4240  0.103567  0.001986  0.024463  4.46
11_52205  C05W  -20.4003  -175.5440  168.4240  0.303815  0.002391  0.027498  13.17
11_52205  C07W  -20.4003  -175.5440  168.4240  0.336517  0.002815  0.028659  14.07
11_52205  C09W  -20.4003  -175.5440  168.4240  0.349276  0.002766  0.029541  14.81
11_52205  B11W  -20.4003  -175.5440  168.4240  0.250124  0.003266  0.031656  8.84
11_52205  C10W  -20.4003  -175.5440  168.4240  0.386751  0.002821  0.029854  15.86
11_52205  C15  -20.4003  -175.5440  168.4240  0.321960  0.003560  0.035626  11.57
11_52205  B07W  -20.4003  -175.5440  168.4240  0.286911  0.003139  0.030176  11.64
11_52205  B03  -20.4003  -175.5440  168.4240  0.255051  0.002076  0.024463  10.88
11_52205  A03  -20.4003  -175.5440  168.4240  0.321171  0.002574  0.030046  11.82
11_52205  C03W  -20.4003  -175.5440  168.4240  0.274485  0.001982  0.024930  11.57
11_52205  A06W  -20.4003  -175.5440  168.4240  0.312541  0.002250  0.027903  11.29
11_52205  C06  -20.4003  -175.5440  168.4240  0.309497  0.002855  0.030715  12.63
11_52205  B05W  -20.4003  -175.5440  168.4240  0.239910  0.002130  0.026120  10.11
11_52205  B04W  -20.4003  -175.5440  168.4240  0.276644  0.002008  0.025544  11.76
